city,city_type,year,country,estimate
"West Yarmouth CDP, Massachusetts",gateway,2024,Ukraine,19
"Williamstown CDP, Massachusetts",gateway,2024,Ukraine,8
"Wilmington CDP, Massachusetts",gateway,2024,Ukraine,22
"Winchester CDP, Massachusetts",gateway,2024,Ukraine,69
Winthrop Town,gateway,2024,Ukraine,13
Worcester,gateway,2024,Ukraine,84
Massachusetts,gateway,2024,Other Eastern Europe,4731
Agawam Town,gateway,2024,Other Eastern Europe,47
Amesbury,gateway,2024,Other Eastern Europe,67
Amherst Town,gateway,2024,Other Eastern Europe,6
"Arlington CDP, Massachusetts",gateway,2024,Other Eastern Europe,69
"Ayer CDP, Massachusetts",gateway,2024,Other Eastern Europe,11
Barnstable Town,gateway,2024,Other Eastern Europe,38
"Belmont CDP, Massachusetts",gateway,2024,Other Eastern Europe,21
Beverly,gateway,2024,Other Eastern Europe,23
Boston,gateway,2024,Other Eastern Europe,438
Braintree Town,gateway,2024,Other Eastern Europe,81
"Brookline CDP, Massachusetts",gateway,2024,Other Eastern Europe,217
Cambridge,gateway,2024,Other Eastern Europe,74
Chelsea,gateway,2024,Other Eastern Europe,34
Chicopee,gateway,2024,Other Eastern Europe,36
"Danvers CDP, Massachusetts",gateway,2024,Other Eastern Europe,9
"Dedham CDP, Massachusetts",gateway,2024,Other Eastern Europe,10
Everett,gateway,2024,Other Eastern Europe,45
Framingham,gateway,2024,Other Eastern Europe,68
Gloucester,gateway,2024,Other Eastern Europe,3
Haverhill,gateway,2024,Other Eastern Europe,69
"Hull CDP, Massachusetts",gateway,2024,Other Eastern Europe,5
Lawrence,gateway,2024,Other Eastern Europe,1
"Lexington CDP, Massachusetts",gateway,2024,Other Eastern Europe,14
Lowell,gateway,2024,Other Eastern Europe,73
Lynn,gateway,2024,Other Eastern Europe,199
Malden,gateway,2024,Other Eastern Europe,10
"Marblehead CDP, Massachusetts",gateway,2024,Other Eastern Europe,9
"Needham CDP, Massachusetts",gateway,2024,Other Eastern Europe,135
Newton,gateway,2024,Other Eastern Europe,486
North Adams,gateway,2024,Other Eastern Europe,14
Northampton,gateway,2024,Other Eastern Europe,20
"Norton Center CDP, Massachusetts",gateway,2024,Other Eastern Europe,20
"Norwood CDP, Massachusetts",gateway,2024,Other Eastern Europe,5
Pittsfield,gateway,2024,Other Eastern Europe,60
"Provincetown CDP, Massachusetts",gateway,2024,Other Eastern Europe,9
Quincy,gateway,2024,Other Eastern Europe,205
Revere,gateway,2024,Other Eastern Europe,42
Salem,gateway,2024,Other Eastern Europe,78
"Saugus CDP, Massachusetts",gateway,2024,Other Eastern Europe,157
"Sharon CDP, Massachusetts",gateway,2024,Other Eastern Europe,44
Somerville,gateway,2024,Other Eastern Europe,104
Springfield,gateway,2024,Other Eastern Europe,27
"Swampscott CDP, Massachusetts",gateway,2024,Other Eastern Europe,18
Watertown,gateway,2024,Other Eastern Europe,20
"Wellesley CDP, Massachusetts",gateway,2024,Other Eastern Europe,9
Westfield,gateway,2024,Other Eastern Europe,326
West Springfield Town,gateway,2024,Other Eastern Europe,57
Weymouth Town,gateway,2024,Other Eastern Europe,29
"Winchester CDP, Massachusetts",gateway,2024,Other Eastern Europe,18
Worcester,gateway,2024,Other Eastern Europe,74
Massachusetts,gateway,2024,"Europe, n.e.c.",225
Agawam Town,gateway,2024,"Europe, n.e.c.",23
"Arlington CDP, Massachusetts",gateway,2024,"Europe, n.e.c.",35
Boston,gateway,2024,"Europe, n.e.c.",18
Cambridge,gateway,2024,"Europe, n.e.c.",23
Framingham,gateway,2024,"Europe, n.e.c.",25
Newton,gateway,2024,"Europe, n.e.c.",47
"Swampscott CDP, Massachusetts",gateway,2024,"Europe, n.e.c.",28
Waltham,gateway,2024,"Europe, n.e.c.",10
Massachusetts,gateway,2024,"China, excluding Hong Kong and Taiwan",103209
"Abington CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",111
"Acushnet Center CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",9
Agawam Town,gateway,2024,"China, excluding Hong Kong and Taiwan",48
Amherst Town,gateway,2024,"China, excluding Hong Kong and Taiwan",960
"Andover CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",197
"Arlington CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",1273
Attleboro,gateway,2024,"China, excluding Hong Kong and Taiwan",326
Barnstable Town,gateway,2024,"China, excluding Hong Kong and Taiwan",60
"Belmont CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",1728
Beverly,gateway,2024,"China, excluding Hong Kong and Taiwan",59
Boston,gateway,2024,"China, excluding Hong Kong and Taiwan",19112
"Boxford CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",9
Braintree Town,gateway,2024,"China, excluding Hong Kong and Taiwan",2911
Bridgewater Town,gateway,2024,"China, excluding Hong Kong and Taiwan",44
Brockton,gateway,2024,"China, excluding Hong Kong and Taiwan",101
"Brookline CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",2659
"Burlington CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",303
"Buzzards Bay CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",71
Cambridge,gateway,2024,"China, excluding Hong Kong and Taiwan",5696
Chelsea,gateway,2024,"China, excluding Hong Kong and Taiwan",210
Chicopee,gateway,2024,"China, excluding Hong Kong and Taiwan",25
"Clinton CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",43
"Cochituate CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",231
"Cordaville CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",77
"Danvers CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",71
"Dedham CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",157
"Dennis Port CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",4
"Devens CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",45
"Dover CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",85
"Duxbury CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",30
"East Falmouth CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",38
Easthampton,gateway,2024,"China, excluding Hong Kong and Taiwan",102
"East Harwich CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",81
Everett,gateway,2024,"China, excluding Hong Kong and Taiwan",524
Fall River,gateway,2024,"China, excluding Hong Kong and Taiwan",328
"Falmouth CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",114
"Fiskdale CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",24
Fitchburg,gateway,2024,"China, excluding Hong Kong and Taiwan",32
"Forestdale CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",10
Framingham,gateway,2024,"China, excluding Hong Kong and Taiwan",992
Franklin Town,gateway,2024,"China, excluding Hong Kong and Taiwan",81
Gardner,gateway,2024,"China, excluding Hong Kong and Taiwan",9
Gloucester,gateway,2024,"China, excluding Hong Kong and Taiwan",27
Greenfield,gateway,2024,"China, excluding Hong Kong and Taiwan",101
"Groton CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",15
"Hanscom AFB CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",313
Haverhill,gateway,2024,"China, excluding Hong Kong and Taiwan",111
"Hingham CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",29
"Holbrook CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",23
Holyoke,gateway,2024,"China, excluding Hong Kong and Taiwan",36
"Hopkinton CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",56
"Hudson CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",55
"Hull CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",29
"Ipswich CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",70
Lawrence,gateway,2024,"China, excluding Hong Kong and Taiwan",148
Leominster,gateway,2024,"China, excluding Hong Kong and Taiwan",64
"Lexington CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",3372
"Littleton Common CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",86
"Longmeadow CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",151
Lowell,gateway,2024,"China, excluding Hong Kong and Taiwan",335
Lynn,gateway,2024,"China, excluding Hong Kong and Taiwan",131
"Lynnfield CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",333
Malden,gateway,2024,"China, excluding Hong Kong and Taiwan",6182
"Mansfield Center CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",39
"Marblehead CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",131
Marlborough,gateway,2024,"China, excluding Hong Kong and Taiwan",375
"Maynard CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",164
"Medfield CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",17
Medford,gateway,2024,"China, excluding Hong Kong and Taiwan",2234
Melrose,gateway,2024,"China, excluding Hong Kong and Taiwan",1089
Methuen,gateway,2024,"China, excluding Hong Kong and Taiwan",35
"Milford CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",31
"Milton CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",246
"Monson Center CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",12
"Nantucket CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",5
"Needham CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",686
New Bedford,gateway,2024,"China, excluding Hong Kong and Taiwan",155
Newton,gateway,2024,"China, excluding Hong Kong and Taiwan",4047
North Adams,gateway,2024,"China, excluding Hong Kong and Taiwan",80
Northampton,gateway,2024,"China, excluding Hong Kong and Taiwan",269
North Attleborough Town,gateway,2024,"China, excluding Hong Kong and Taiwan",10
"Northborough CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",22
"North Falmouth CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",16
"Norton Center CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",40
"Norwood CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",80
Peabody,gateway,2024,"China, excluding Hong Kong and Taiwan",260
"Pepperell CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",34
"Pinehurst CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",18
Pittsfield,gateway,2024,"China, excluding Hong Kong and Taiwan",130
"Provincetown CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",26
Quincy,gateway,2024,"China, excluding Hong Kong and Taiwan",11317
Randolph Town,gateway,2024,"China, excluding Hong Kong and Taiwan",646
"Reading CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",644
Revere,gateway,2024,"China, excluding Hong Kong and Taiwan",391
Salem,gateway,2024,"China, excluding Hong Kong and Taiwan",135
"Salisbury CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",142
"Saugus CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",229
"Sharon CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",137
"Shelburne Falls CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",7
"Smith Mills CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",12
"Somerset CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",99
Somerville,gateway,2024,"China, excluding Hong Kong and Taiwan",1361
Southbridge Town,gateway,2024,"China, excluding Hong Kong and Taiwan",9
"South Duxbury CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",53
"South Yarmouth CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",60
Springfield,gateway,2024,"China, excluding Hong Kong and Taiwan",303
"Stoneham CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",251
"Swampscott CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",27
Taunton,gateway,2024,"China, excluding Hong Kong and Taiwan",81
"Teaticket CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",46
"Turners Falls CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",10
"Upton CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",88
"Wakefield CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",424
"Walpole CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",30
Waltham,gateway,2024,"China, excluding Hong Kong and Taiwan",1917
Watertown,gateway,2024,"China, excluding Hong Kong and Taiwan",578
"Webster CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",12
"Wellesley CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",1716
"Westborough CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",61
"West Concord CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",50
Westfield,gateway,2024,"China, excluding Hong Kong and Taiwan",40
West Springfield Town,gateway,2024,"China, excluding Hong Kong and Taiwan",15
Weymouth Town,gateway,2024,"China, excluding Hong Kong and Taiwan",933
"Wilbraham CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",58
"Williamstown CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",82
"Wilmington CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",177
"Winchendon CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",27
"Winchester CDP, Massachusetts",gateway,2024,"China, excluding Hong Kong and Taiwan",1319
Winthrop Town,gateway,2024,"China, excluding Hong Kong and Taiwan",108
Woburn,gateway,2024,"China, excluding Hong Kong and Taiwan",298
Worcester,gateway,2024,"China, excluding Hong Kong and Taiwan",1706
Massachusetts,gateway,2024,Hong Kong,9363
"Abington CDP, Massachusetts",gateway,2024,Hong Kong,21
Agawam Town,gateway,2024,Hong Kong,9
Amherst Town,gateway,2024,Hong Kong,14
"Andover CDP, Massachusetts",gateway,2024,Hong Kong,23
"Arlington CDP, Massachusetts",gateway,2024,Hong Kong,119
Barnstable Town,gateway,2024,Hong Kong,2
"Belmont CDP, Massachusetts",gateway,2024,Hong Kong,126
Boston,gateway,2024,Hong Kong,1377
Braintree Town,gateway,2024,Hong Kong,480
Brockton,gateway,2024,Hong Kong,295
"Brookline CDP, Massachusetts",gateway,2024,Hong Kong,223
"Burlington CDP, Massachusetts",gateway,2024,Hong Kong,135
Cambridge,gateway,2024,Hong Kong,238
Chelsea,gateway,2024,Hong Kong,59
"Cochituate CDP, Massachusetts",gateway,2024,Hong Kong,43
"Cordaville CDP, Massachusetts",gateway,2024,Hong Kong,31
"Danvers CDP, Massachusetts",gateway,2024,Hong Kong,42
"Dover CDP, Massachusetts",gateway,2024,Hong Kong,16
"East Brookfield CDP, Massachusetts",gateway,2024,Hong Kong,9
Everett,gateway,2024,Hong Kong,41
Fall River,gateway,2024,Hong Kong,36
Framingham,gateway,2024,Hong Kong,126
Gardner,gateway,2024,Hong Kong,17
Gloucester,gateway,2024,Hong Kong,6
"Groton CDP, Massachusetts",gateway,2024,Hong Kong,13
Haverhill,gateway,2024,Hong Kong,38
"Hull CDP, Massachusetts",gateway,2024,Hong Kong,50
Lawrence,gateway,2024,Hong Kong,30
Leominster,gateway,2024,Hong Kong,5
"Lexington CDP, Massachusetts",gateway,2024,Hong Kong,250
"Littleton Common CDP, Massachusetts",gateway,2024,Hong Kong,75
"Longmeadow CDP, Massachusetts",gateway,2024,Hong Kong,17
Lynn,gateway,2024,Hong Kong,15
Malden,gateway,2024,Hong Kong,337
Medford,gateway,2024,Hong Kong,39
Melrose,gateway,2024,Hong Kong,49
"Milton CDP, Massachusetts",gateway,2024,Hong Kong,53
"Nahant CDP, Massachusetts",gateway,2024,Hong Kong,12
"Nantucket CDP, Massachusetts",gateway,2024,Hong Kong,8
"Needham CDP, Massachusetts",gateway,2024,Hong Kong,202
New Bedford,gateway,2024,Hong Kong,18
Newton,gateway,2024,Hong Kong,740
Northampton,gateway,2024,Hong Kong,11
"Northborough CDP, Massachusetts",gateway,2024,Hong Kong,13
"Norwood CDP, Massachusetts",gateway,2024,Hong Kong,26
Peabody,gateway,2024,Hong Kong,39
"Pinehurst CDP, Massachusetts",gateway,2024,Hong Kong,17
Quincy,gateway,2024,Hong Kong,1063
Randolph Town,gateway,2024,Hong Kong,168
"Reading CDP, Massachusetts",gateway,2024,Hong Kong,43
Salem,gateway,2024,Hong Kong,39
"Saugus CDP, Massachusetts",gateway,2024,Hong Kong,23
"Sharon CDP, Massachusetts",gateway,2024,Hong Kong,9
Somerville,gateway,2024,Hong Kong,167
"South Duxbury CDP, Massachusetts",gateway,2024,Hong Kong,15
Springfield,gateway,2024,Hong Kong,48
"Stoneham CDP, Massachusetts",gateway,2024,Hong Kong,124
"Wakefield CDP, Massachusetts",gateway,2024,Hong Kong,56
Waltham,gateway,2024,Hong Kong,91
"Wellesley CDP, Massachusetts",gateway,2024,Hong Kong,125
Weymouth Town,gateway,2024,Hong Kong,170
"Wilmington CDP, Massachusetts",gateway,2024,Hong Kong,15
"Winchester CDP, Massachusetts",gateway,2024,Hong Kong,87
Woburn,gateway,2024,Hong Kong,21
Worcester,gateway,2024,Hong Kong,19
Massachusetts,gateway,2024,Taiwan,9770
Amherst Town,gateway,2024,Taiwan,335
"Andover CDP, Massachusetts",gateway,2024,Taiwan,13
"Arlington CDP, Massachusetts",gateway,2024,Taiwan,243
Attleboro,gateway,2024,Taiwan,102
"Belmont CDP, Massachusetts",gateway,2024,Taiwan,69
Boston,gateway,2024,Taiwan,1212
Braintree Town,gateway,2024,Taiwan,23
Brockton,gateway,2024,Taiwan,38
"Brookline CDP, Massachusetts",gateway,2024,Taiwan,366
"Burlington CDP, Massachusetts",gateway,2024,Taiwan,80
Cambridge,gateway,2024,Taiwan,585
Chicopee,gateway,2024,Taiwan,40
"Cochituate CDP, Massachusetts",gateway,2024,Taiwan,9
"Cordaville CDP, Massachusetts",gateway,2024,Taiwan,16
"Dedham CDP, Massachusetts",gateway,2024,Taiwan,8
"Devens CDP, Massachusetts",gateway,2024,Taiwan,5
"East Brookfield CDP, Massachusetts",gateway,2024,Taiwan,2
Everett,gateway,2024,Taiwan,58
Fall River,gateway,2024,Taiwan,32
Framingham,gateway,2024,Taiwan,73
Franklin Town,gateway,2024,Taiwan,1
Haverhill,gateway,2024,Taiwan,7
"Hopkinton CDP, Massachusetts",gateway,2024,Taiwan,35
"Hull CDP, Massachusetts",gateway,2024,Taiwan,15
Lawrence,gateway,2024,Taiwan,13
Leominster,gateway,2024,Taiwan,20
"Lexington CDP, Massachusetts",gateway,2024,Taiwan,394
"Longmeadow CDP, Massachusetts",gateway,2024,Taiwan,87
Lowell,gateway,2024,Taiwan,106
Malden,gateway,2024,Taiwan,348
"Mansfield Center CDP, Massachusetts",gateway,2024,Taiwan,50
"Marblehead CDP, Massachusetts",gateway,2024,Taiwan,10
Marlborough,gateway,2024,Taiwan,43
"Mattapoisett Center CDP, Massachusetts",gateway,2024,Taiwan,31
Medford,gateway,2024,Taiwan,123
Melrose,gateway,2024,Taiwan,36
"Middleborough Center CDP, Massachusetts",gateway,2024,Taiwan,33
"Milton CDP, Massachusetts",gateway,2024,Taiwan,65
"Needham CDP, Massachusetts",gateway,2024,Taiwan,116
Newton,gateway,2024,Taiwan,512
Northampton,gateway,2024,Taiwan,65
"Norwood CDP, Massachusetts",gateway,2024,Taiwan,163
Pittsfield,gateway,2024,Taiwan,45
Quincy,gateway,2024,Taiwan,387
Revere,gateway,2024,Taiwan,37
Salem,gateway,2024,Taiwan,12
"Scituate CDP, Massachusetts",gateway,2024,Taiwan,8
"Smith Mills CDP, Massachusetts",gateway,2024,Taiwan,33
Somerville,gateway,2024,Taiwan,141
"Stoneham CDP, Massachusetts",gateway,2024,Taiwan,15
"Townsend CDP, Massachusetts",gateway,2024,Taiwan,14
"Wakefield CDP, Massachusetts",gateway,2024,Taiwan,23
Waltham,gateway,2024,Taiwan,462
Watertown,gateway,2024,Taiwan,114
"Webster CDP, Massachusetts",gateway,2024,Taiwan,47
"Wellesley CDP, Massachusetts",gateway,2024,Taiwan,31
"West Concord CDP, Massachusetts",gateway,2024,Taiwan,23
Weymouth Town,gateway,2024,Taiwan,70
"Wilmington CDP, Massachusetts",gateway,2024,Taiwan,15
"Winchester CDP, Massachusetts",gateway,2024,Taiwan,124
